gene_id	protein_id	transcript_id	jgi_name	portal_id	seqid	start	end	strand	source	gff3_line	go_count	go_ids	go_names	go_types	kegg_count	kegg_ecnum	kegg_definition	kegg_catalyticactivity	kegg_cofactors	kegg_associateddiseases	kegg_pathway	kegg_pathway_class	kegg_pathway_type	has_go	has_kegg
gene_6862	1985422	1985676	jgi.p|Ophnu1|1985422	Ophnu1	OphioH327chr_6	1442380	1445235	+	prediction	42010	7	GO:0003677; GO:0003700; GO:0005634; GO:0006350; GO:0006355; GO:0008270; GO:0018662	DNA binding; nucleus; phenol 2-monooxygenase activity; regulation of transcription, DNA-dependent; transcription; transcription factor activity; zinc ion binding	biological_process; cellular_component; molecular_function	3	1.14.13.7	Phenol 2-monooxygenase.	Phenol + NADPH + O(2) = catechol + NADP(+) + H(2)O.	FAD.	\N	gamma-Hexachlorocyclohexane degradation; Nitorobenzene degradation; Toluene and xylene degradation	Biodegradation of Xenobiotics	METABOLIC	yes	yes
gene_6863	1985423	1985677	jgi.p|Ophnu1|1985423	Ophnu1	OphioH327chr_6	1447216	1447449	-	prediction	42014	0				0									no	no
gene_6864	1985424	1985678	jgi.p|Ophnu1|1985424	Ophnu1	OphioH327chr_6	1447775	1448221	-	prediction	42018	3	GO:0003824; GO:0003908; GO:0006281	catalytic activity; DNA repair; methylated-DNA-[protein]-cysteine S-methyltransferase activity	biological_process; molecular_function	1	2.1.1.63	Methylated-DNA--[protein]-cysteine S-methyltransferase.	DNA (containing 6-O-methylguanine) + [protein]-L-cysteine = DNA (without 6-O-methylguanine) + protein S-methyl-L-cysteine.	\N	\N	\N	\N	\N	yes	yes
gene_6865	1985425	1985679	jgi.p|Ophnu1|1985425	Ophnu1	OphioH327chr_6	1448903	1451386	-	prediction	42022	0				0									no	no
gene_6866	1985426	1985680	jgi.p|Ophnu1|1985426	Ophnu1	OphioH327chr_6	1460025	1460804	+	prediction	42028	0				0									no	no
gene_6867	1985427	1985681	jgi.p|Ophnu1|1985427	Ophnu1	OphioH327chr_6	1461065	1463110	-	prediction	42032	1	GO:0005515	protein binding	molecular_function	0									yes	no
gene_6868	1985428	1985682	jgi.p|Ophnu1|1985428	Ophnu1	OphioH327chr_6	1464212	1466822	+	prediction	42038	5	GO:0004672; GO:0004674; GO:0004682; GO:0005524; GO:0006468	ATP binding; protein amino acid phosphorylation; protein kinase activity; protein kinase CK2 activity; protein serine/threonine kinase activity	biological_process; molecular_function	0									yes	no
gene_6869	1985429	1985683	jgi.p|Ophnu1|1985429	Ophnu1	OphioH327chr_6	1467978	1469309	+	prediction	42046	0				0									no	no
gene_6870	1985430	1985684	jgi.p|Ophnu1|1985430	Ophnu1	OphioH327chr_6	1478389	1479616	-	prediction	42050	3	GO:0003676; GO:0005622; GO:0008270	intracellular; nucleic acid binding; zinc ion binding	cellular_component; molecular_function	0									yes	no
gene_6871	1985431	1985685	jgi.p|Ophnu1|1985431	Ophnu1	OphioH327chr_6	1502762	1507414	-	prediction	42058	1	GO:0003968	RNA-directed RNA polymerase activity	molecular_function	1	2.7.7.48	RNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC	yes	yes
gene_6872	1985432	1985686	jgi.p|Ophnu1|1985432	Ophnu1	OphioH327chr_6	1508416	1509220	-	prediction	42062	0				0									no	no
gene_6873	1985433	1985687	jgi.p|Ophnu1|1985433	Ophnu1	OphioH327chr_6	1510220	1510552	-	prediction	42068	4	GO:0003735; GO:0005622; GO:0005840; GO:0006412	intracellular; ribosome; structural constituent of ribosome; translation	biological_process; cellular_component; molecular_function	0									yes	no
gene_6874	1985434	1985688	jgi.p|Ophnu1|1985434	Ophnu1	OphioH327chr_6	1512100	1513465	+	prediction	42072	0				0									no	no
gene_6875	1985435	1985689	jgi.p|Ophnu1|1985435	Ophnu1	OphioH327chr_6	1514073	1515677	-	prediction	42078	2	GO:0005515; GO:0008270	protein binding; zinc ion binding	molecular_function	0									yes	no
gene_6876	1985436	1985690	jgi.p|Ophnu1|1985436	Ophnu1	OphioH327chr_6	1516351	1517145	-	prediction	42082	0				0									no	no
gene_6877	1985437	1985691	jgi.p|Ophnu1|1985437	Ophnu1	OphioH327chr_6	1517721	1519994	-	prediction	42086	8	GO:0000166; GO:0005524; GO:0006810; GO:0008559; GO:0016021; GO:0016887; GO:0017111; GO:0042626	ATP binding; ATPase activity; ATPase activity, coupled to transmembrane movement of substances; integral to membrane; nucleoside-triphosphatase activity; nucleotide binding; transport; xenobiotic-transporting ATPase activity	biological_process; cellular_component; molecular_function	1	3.6.3.44	Xenobiotic-transporting ATPase.	ATP + H(2)O + xenobiotic(In) = ADP + phosphate + xenobiotic(Out).	\N	\N	\N	\N	\N	yes	yes
gene_6878	1985438	1985692	jgi.p|Ophnu1|1985438	Ophnu1	OphioH327chr_6	1520941	1521694	+	prediction	42092	0				0									no	no
gene_6879	1985439	1985693	jgi.p|Ophnu1|1985439	Ophnu1	OphioH327chr_6	1522188	1523655	-	prediction	42098	1	GO:0005515	protein binding	molecular_function	0									yes	no
gene_6880	1985440	1985694	jgi.p|Ophnu1|1985440	Ophnu1	OphioH327chr_6	1525025	1529140	-	prediction	42104	1	GO:0008889	glycerophosphodiester phosphodiesterase activity	molecular_function	2	3.1.4.46	Glycerophosphodiester phosphodiesterase.	A glycerophosphodiester + H(2)O = an alcohol + sn-glycerol 3-phosphate.	\N	\N	Glycerolipid metabolism; Phospholipid degradation	Metabolism of Complex Lipids	METABOLIC	yes	yes
gene_6881	1985441	1985695	jgi.p|Ophnu1|1985441	Ophnu1	OphioH327chr_6	1532654	1536181	-	prediction	42112	0				0									no	no
gene_6882	1985442	1985696	jgi.p|Ophnu1|1985442	Ophnu1	OphioH327chr_6	1536562	1537128	+	prediction	42116	0				0									no	no
gene_6883	1985443	1985697	jgi.p|Ophnu1|1985443	Ophnu1	OphioH327chr_6	1537378	1539435	-	prediction	42122	0				0									no	no
gene_6884	1985444	1985698	jgi.p|Ophnu1|1985444	Ophnu1	OphioH327chr_6	1543530	1545879	-	prediction	42126	4	GO:0003871; GO:0008270; GO:0008652; GO:0009086	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity; amino acid biosynthetic process; methionine biosynthetic process; zinc ion binding	biological_process; molecular_function	1	2.1.1.14	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase.	5-methyltetrahydropteroyltri-L-glutamate + L-homocysteine = tetrahydropteroyltri-L-glutamate + L-methionine.	\N	\N	Methionine metabolism	Amino Acid Metabolism	METABOLIC	yes	yes
gene_6885	1985445	1985699	jgi.p|Ophnu1|1985445	Ophnu1	OphioH327chr_6	1547764	1549531	-	prediction	42132	0				0									no	no
gene_6886	1985446	1985700	jgi.p|Ophnu1|1985446	Ophnu1	OphioH327chr_6	1550741	1551686	+	prediction	42138	0				0									no	no
gene_6887	1985447	1985701	jgi.p|Ophnu1|1985447	Ophnu1	OphioH327chr_6	1552194	1552799	-	prediction	42144	0				0									no	no
gene_6888	1985448	1985702	jgi.p|Ophnu1|1985448	Ophnu1	OphioH327chr_6	1553740	1556779	+	prediction	42148	1	GO:0005634	nucleus	cellular_component	0									yes	no
gene_6889	1985449	1985703	jgi.p|Ophnu1|1985449	Ophnu1	OphioH327chr_6	1557247	1557546	-	prediction	42154	4	GO:0003735; GO:0005840; GO:0006412; GO:0015934	large ribosomal subunit; ribosome; structural constituent of ribosome; translation	biological_process; cellular_component; molecular_function	0									yes	no
gene_6890	1985450	1985704	jgi.p|Ophnu1|1985450	Ophnu1	OphioH327chr_6	1558120	1560169	-	prediction	42158	6	GO:0003824; GO:0003878; GO:0004775; GO:0008152; GO:0044262; GO:0046912	ATP citrate synthase activity; catalytic activity; cellular carbohydrate metabolic process; metabolic process; succinate-CoA ligase (ADP-forming) activity; transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer	biological_process; molecular_function	0									yes	no
gene_6891	1985451	1985705	jgi.p|Ophnu1|1985451	Ophnu1	OphioH327chr_6	1564203	1566171	+	prediction	42164	1	GO:0003878	ATP citrate synthase activity	molecular_function	0									yes	no
gene_6892	1985452	1985706	jgi.p|Ophnu1|1985452	Ophnu1	OphioH327chr_6	1566854	1568518	-	prediction	42170	0				0									no	no
gene_6893	1985453	1985707	jgi.p|Ophnu1|1985453	Ophnu1	OphioH327chr_6	1571621	1572346	-	prediction	42176	0				0									no	no
gene_6894	1985454	1985708	jgi.p|Ophnu1|1985454	Ophnu1	OphioH327chr_6	1573036	1574353	-	prediction	42180	0				0									no	no
gene_6895	1985455	1985709	jgi.p|Ophnu1|1985455	Ophnu1	OphioH327chr_6	1575328	1576997	-	prediction	42186	0				0									no	no
gene_6896	1985456	1985710	jgi.p|Ophnu1|1985456	Ophnu1	OphioH327chr_6	1578652	1578985	-	prediction	42194	1	GO:0003677	DNA binding	molecular_function	0									yes	no
gene_6897	1985457	1985711	jgi.p|Ophnu1|1985457	Ophnu1	OphioH327chr_6	1579327	1579803	+	prediction	42202	3	GO:0006457; GO:0016272; GO:0051082	prefoldin complex; protein folding; unfolded protein binding	biological_process; cellular_component; molecular_function	0									yes	no
gene_6898	1985458	1985712	jgi.p|Ophnu1|1985458	Ophnu1	OphioH327chr_6	1582504	1584549	+	prediction	42208	1	GO:0004682	protein kinase CK2 activity	molecular_function	0									yes	no
gene_6899	1985459	1985713	jgi.p|Ophnu1|1985459	Ophnu1	OphioH327chr_6	1585022	1588286	-	prediction	42220	0				0									no	no
gene_6900	1985460	1985714	jgi.p|Ophnu1|1985460	Ophnu1	OphioH327chr_6	1589385	1592477	-	prediction	42226	7	GO:0003677; GO:0003700; GO:0004719; GO:0005634; GO:0006350; GO:0006355; GO:0008270	DNA binding; nucleus; protein-L-isoaspartate (D-aspartate) O-methyltransferase activity; regulation of transcription, DNA-dependent; transcription; transcription factor activity; zinc ion binding	biological_process; cellular_component; molecular_function	1	2.1.1.77	Protein-L-isoaspartate(D-aspartate) O-methyltransferase.	S-adenosyl-L-methionine + protein L-beta-aspartate = S-adenosyl-L- homocysteine + protein L-beta-aspartate methyl ester.	\N	\N	\N	\N	\N	yes	yes
gene_6901	1985461	1985715	jgi.p|Ophnu1|1985461	Ophnu1	OphioH327chr_6	1594505	1596202	+	prediction	42232	0				0									no	no
gene_6902	1985462	1985716	jgi.p|Ophnu1|1985462	Ophnu1	OphioH327chr_6	1596366	1597927	-	prediction	42236	1	GO:0016888	endodeoxyribonuclease activity, producing 5'-phosphomonoesters	molecular_function	1	3.1.21.-	Endodeoxyribonucleases producing 5'-phosphomonoesters.	\N	\N	\N	\N	\N	\N	yes	yes
gene_6903	1985463	1985717	jgi.p|Ophnu1|1985463	Ophnu1	OphioH327chr_6	1599266	1602072	+	prediction	42244	4	GO:0004748; GO:0005515; GO:0005971; GO:0006260	DNA replication; protein binding; ribonucleoside-diphosphate reductase activity; ribonucleoside-diphosphate reductase complex	biological_process; cellular_component; molecular_function	2	1.17.4.1	Ribonucleoside-diphosphate reductase.	2'-deoxyribonucleoside diphosphate + oxidized thioredoxin + H(2)O = ribonucleoside diphosphate + reduced thioredoxin.	Iron; ATP.	\N	Purine metabolism; Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC	yes	yes
gene_6904	1985464	1985718	jgi.p|Ophnu1|1985464	Ophnu1	OphioH327chr_6	1612556	1613550	+	prediction	42250	0				0									no	no
gene_6905	1985465	1985719	jgi.p|Ophnu1|1985465	Ophnu1	OphioH327chr_6	1614172	1616085	-	prediction	42256	3	GO:0005215; GO:0006810; GO:0016020	membrane; transport; transporter activity	biological_process; cellular_component; molecular_function	0									yes	no
gene_6906	1985466	1985720	jgi.p|Ophnu1|1985466	Ophnu1	OphioH327chr_6	1617736	1622235	-	prediction	42260	5	GO:0004672; GO:0004674; GO:0004683; GO:0005524; GO:0006468	ATP binding; calmodulin-dependent protein kinase activity; protein amino acid phosphorylation; protein kinase activity; protein serine/threonine kinase activity	biological_process; molecular_function	0									yes	no
gene_6907	1985467	1985721	jgi.p|Ophnu1|1985467	Ophnu1	OphioH327chr_6	1631356	1631693	+	prediction	42264	0				0									no	no
gene_6908	1985468	1985722	jgi.p|Ophnu1|1985468	Ophnu1	OphioH327chr_6	1631748	1634141	-	prediction	42272	0				0									no	no
gene_6909	1985469	1985723	jgi.p|Ophnu1|1985469	Ophnu1	OphioH327chr_6	1634731	1636263	-	prediction	42276	0				0									no	no
gene_6910	1985470	1985724	jgi.p|Ophnu1|1985470	Ophnu1	OphioH327chr_6	1637660	1640472	-	prediction	42280	0				0									no	no
gene_6911	1985471	1985725	jgi.p|Ophnu1|1985471	Ophnu1	OphioH327chr_6	1642379	1643053	-	prediction	42294	0				0									no	no
gene_6912	1985472	1985726	jgi.p|Ophnu1|1985472	Ophnu1	OphioH327chr_6	1646710	1648425	+	prediction	42298	0				0									no	no
gene_6913	1985473	1985727	jgi.p|Ophnu1|1985473	Ophnu1	OphioH327chr_6	1649813	1650549	-	prediction	42306	4	GO:0003735; GO:0005622; GO:0005840; GO:0006412	intracellular; ribosome; structural constituent of ribosome; translation	biological_process; cellular_component; molecular_function	0									yes	no
gene_6914	1985474	1985728	jgi.p|Ophnu1|1985474	Ophnu1	OphioH327chr_6	1651822	1652653	+	prediction	42312	0				0									no	no
gene_6915	1985475	1985729	jgi.p|Ophnu1|1985475	Ophnu1	OphioH327chr_6	1653595	1654375	+	prediction	42318	4	GO:0015986; GO:0016469; GO:0046933; GO:0046961	ATP synthesis coupled proton transport; hydrogen ion transporting ATP synthase activity, rotational mechanism; hydrogen ion transporting ATPase activity, rotational mechanism; proton-transporting two-sector ATPase complex	biological_process; cellular_component; molecular_function	0									yes	no
gene_6916	1985476	1985730	jgi.p|Ophnu1|1985476	Ophnu1	OphioH327chr_6	1655114	1657603	-	prediction	42326	2	GO:0008152; GO:0016787	hydrolase activity; metabolic process	biological_process; molecular_function	0									yes	no
gene_6917	1985477	1985731	jgi.p|Ophnu1|1985477	Ophnu1	OphioH327chr_6	1667577	1669486	-	prediction	42332	0				0									no	no
gene_6918	1985478	1985732	jgi.p|Ophnu1|1985478	Ophnu1	OphioH327chr_6	1670545	1671690	-	prediction	42340	3	GO:0000175; GO:0003723; GO:0006396	3'-5'-exoribonuclease activity; RNA binding; RNA processing	biological_process; molecular_function	0									yes	no
gene_6919	1985479	1985733	jgi.p|Ophnu1|1985479	Ophnu1	OphioH327chr_6	1672527	1673404	-	prediction	42344	0				0									no	no
gene_6920	1985480	1985734	jgi.p|Ophnu1|1985480	Ophnu1	OphioH327chr_6	1674799	1676640	+	prediction	42350	46	GO:0004147; GO:0004405; GO:0004406; GO:0008080; GO:0008374; GO:0008415; GO:0008951; GO:0016406; GO:0016407; GO:0016408; GO:0016409; GO:0016410; GO:0016411; GO:0016412; GO:0016413; GO:0016414; GO:0016415; GO:0016416; GO:0016417; GO:0016418; GO:0016419; GO:0016420; GO:0016454; GO:0016748; GO:0016749; GO:0016750; GO:0016751; GO:0016752; GO:0016753; GO:0018030; GO:0018031; GO:0018711; GO:0018712; GO:0018713; GO:0019105; GO:0019107; GO:0019186; GO:0019705; GO:0019706; GO:0019707; GO:0032216; GO:0043741; GO:0043764; GO:0043806; GO:0043849; GO:0046941	3-hydroxybutyryl-CoA thiolase activity; 3-ketopimelyl-CoA thiolase activity; acetyltransferase activity; acyl-CoA N-acyltransferase activity; acylglycerol O-acyltransferase activity; acyltransferase activity; azetidine-2-carboxylic acid acetyltransferase activity; benzoyl acetate-CoA thiolase activity; C-acyltransferase activity; C-palmitoyltransferase activity; carnitine O-acyltransferase activity; dihydrolipoamide branched chain acyltransferase activity; glucosaminyl-phosphotidylinositol O-acyltransferase activity; H2A/H2B histone acetyltransferase activity; H3/H4 histone acetyltransferase activity; keto acid formate lyase activity; L-2-aminoadipate N-acetyltransferase activity; malonyltransferase activity; myristoyltransferase activity; N-acetyltransferase activity; N-acyltransferase activity; N-palmitoyltransferase activity; N-succinyltransferase activity; O-acetyltransferase activity; O-acyltransferase activity; O-octanoyltransferase activity; O-palmitoyltransferase activity; O-sinapoyltransferase activity; O-succinyltransferase activity; octanoyltransferase activity; palmitoleoyl [acyl-carrier-protein]-dependent acyltransferase activity; palmitoyltransferase activity; peptidyl-lysine N6-myristoyltransferase activity; peptidyl-lysine N6-palmitoyltransferase activity; protein-cysteine S-acyltransferase activity; protein-cysteine S-myristoyltransferase activity; protein-cysteine S-palmitoleyltransferase activity; Ras palmitoyltransferase activity; S-acetyltransferase activity; S-acyltransferase activity; S-malonyltransferase activity; S-succinyltransferase activity; serine O-acyltransferase activity; sinapoyltransferase activity; succinyltransferase activity; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase activity	molecular_function	13	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Aminosugars metabolism; Benzoate degradation via CoA ligation; Butanoate metabolism; D-Arginine and D-ornithine metabolism; Ethylbenzene degradation; Glycerolipid metabolism; Histidine metabolism; Lipopolysaccharide biosynthesis; Lysine biosynthesis; Lysine degradation; Phenylalanine metabolism; Tyrosine metabolism; Valine, leucine and isoleucine degradation	Amino Acid Metabolism; Biodegradation of Xenobiotics; Carbohydrate Metabolism; Metabolism of Complex Carbohydrates; Metabolism of Complex Lipids; Metabolism of Other Amino Acids	METABOLIC	yes	yes
gene_6921	1985481	1985735	jgi.p|Ophnu1|1985481	Ophnu1	OphioH327chr_6	1677359	1679394	-	prediction	42354	2	GO:0009166; GO:0016787	hydrolase activity; nucleotide catabolic process	biological_process; molecular_function	0									yes	no
gene_6922	1985482	1985736	jgi.p|Ophnu1|1985482	Ophnu1	OphioH327chr_6	1681201	1682136	-	prediction	42362	1	GO:0016787	hydrolase activity	molecular_function	0									yes	no
gene_6923	1985483	1985737	jgi.p|Ophnu1|1985483	Ophnu1	OphioH327chr_6	1703582	1705165	+	prediction	42368	0				0									no	no
gene_6924	1985484	1985738	jgi.p|Ophnu1|1985484	Ophnu1	OphioH327chr_6	1712553	1714462	-	prediction	42376	4	GO:0003824; GO:0004458; GO:0016491; GO:0050660	catalytic activity; D-lactate dehydrogenase (cytochrome) activity; FAD binding; oxidoreductase activity	molecular_function	1	1.1.2.4	D-lactate dehydrogenase (cytochrome).	(R)-lactate + 2 ferricytochrome c = pyruvate + 2 ferrocytochrome c.	FAD.	\N	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC	yes	yes
gene_6925	1985485	1985739	jgi.p|Ophnu1|1985485	Ophnu1	OphioH327chr_6	1717921	1719466	-	prediction	42384	4	GO:0003735; GO:0005622; GO:0005840; GO:0006412	intracellular; ribosome; structural constituent of ribosome; translation	biological_process; cellular_component; molecular_function	0									yes	no
gene_6926	1985486	1985740	jgi.p|Ophnu1|1985486	Ophnu1	OphioH327chr_6	1722593	1723879	+	prediction	42392	0				0									no	no
gene_6927	1985487	1985741	jgi.p|Ophnu1|1985487	Ophnu1	OphioH327chr_6	1725180	1727018	+	prediction	42398	0				0									no	no
gene_6928	1985488	1985742	jgi.p|Ophnu1|1985488	Ophnu1	OphioH327chr_6	1730943	1735141	+	prediction	42402	0				0									no	no
gene_6929	1985489	1985743	jgi.p|Ophnu1|1985489	Ophnu1	OphioH327chr_6	1736312	1736983	+	prediction	42408	0				0									no	no
gene_6930	1985490	1985744	jgi.p|Ophnu1|1985490	Ophnu1	OphioH327chr_6	1737526	1740705	-	prediction	42412	4	GO:0004672; GO:0004674; GO:0005524; GO:0006468	ATP binding; protein amino acid phosphorylation; protein kinase activity; protein serine/threonine kinase activity	biological_process; molecular_function	0									yes	no
gene_6931	1985491	1985745	jgi.p|Ophnu1|1985491	Ophnu1	OphioH327chr_6	1743466	1745009	-	prediction	42416	3	GO:0004579; GO:0005789; GO:0018279	dolichyl-diphosphooligosaccharide-protein glycotransferase activity; endoplasmic reticulum membrane; protein amino acid N-linked glycosylation via asparagine	biological_process; cellular_component; molecular_function	0									yes	no
gene_6932	1985492	1985746	jgi.p|Ophnu1|1985492	Ophnu1	OphioH327chr_6	1745768	1746070	+	prediction	42424	0				0									no	no
