#proteinId	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathway_class	pathway_type
1985119	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Nitorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC
1985127	3.5.1.23	Ceramidase.	N-acylsphingosine + H(2)O = a fatty acid + sphingosine.	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
1985129	4.1.1.65	Phosphatidylserine decarboxylase.	Phosphatidyl-L-serine = phosphatidylethanolamine + CO(2).	Pyridoxal-phosphate or Pyruvate.	\N	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
1985129	4.1.1.65	Phosphatidylserine decarboxylase.	Phosphatidyl-L-serine = phosphatidylethanolamine + CO(2).	Pyridoxal-phosphate or Pyruvate.	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
1985135	1.6.5.5	NADPH:quinone reductase.	NADPH + quinone = NADP(+) + semiquinone.	Zinc.	\N	\N	\N	\N
1985142	1.97.1.4	Formate acetyltransferase activating enzyme.	S-adenosyl-L-methionine + dihydroflavodoxin + [formate acetyltransferase]-glycine = 5'-deoxyadenosine + methionine + flavodoxin + [formate acetyltransferase]-glycine-2-yl radical.	Iron-sulfur.	\N	\N	\N	\N
1985145	3.2.2.-	Hydrolyzing N-glycosyl compounds.	\N	\N	\N	\N	\N	\N
1985152	2.1.1.100	Protein-S isoprenylcysteine O-methyltransferase.	S-adenosyl-L-methionine + protein C-terminal S-farnesyl-L-cysteine = S-adenosyl-L-homocysteine + protein C-terminal S-farnesyl-L-cysteine methyl ester.	\N	\N	\N	\N	\N
1985159	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	  RNA polymerase	TRANSCRIPTION	REGULATORY
1985159	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
1985159	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
1985160	2.4.1.82	Galactinol--sucrose galactosyltransferase.	1-alpha-D-galactosyl-myo-inositol + sucrose = myo-inositol + raffinose.	\N	\N	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
1985161	3.4.24.64	Mitochondrial processing peptidase.	Release of N-terminal transit peptides from precursor proteins imported into the mitochondrion, typically with Arg in position P2.	Zinc.	\N	\N	\N	\N
1985164	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
1985169	3.1.2.12	S-formylglutathione hydrolase.	S-formylglutathione + H(2)O = glutathione + formate.	\N	\N	Methane metabolism	Energy Metabolism	METABOLIC
1985173	1.5.1.7	Saccharopine dehydrogenase (NAD+, L-lysine forming).	N6-(L-1,3-dicarboxypropyl)-L-lysine + NAD(+) + H(2)O = L-lysine + 2-oxoglutarate + NADH.	\N	Saccharopinuria; MIM:268700.	Lysine biosynthesis	Amino Acid Metabolism	METABOLIC
1985173	1.5.1.7	Saccharopine dehydrogenase (NAD+, L-lysine forming).	N6-(L-1,3-dicarboxypropyl)-L-lysine + NAD(+) + H(2)O = L-lysine + 2-oxoglutarate + NADH.	\N	Saccharopinuria; MIM:268700.	Lysine degradation	Amino Acid Metabolism	METABOLIC
1985181	3.5.1.1	Asparaginase.	L-asparagine + H(2)O = L-aspartate + NH(3).	\N	\N	Nitrogen metabolism	Energy Metabolism	METABOLIC
1985181	3.5.1.1	Asparaginase.	L-asparagine + H(2)O = L-aspartate + NH(3).	\N	\N	Cyanoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
1985181	3.5.1.1	Asparaginase.	L-asparagine + H(2)O = L-aspartate + NH(3).	\N	\N	Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC
1985188	1.5.1.3	Dihydrofolate reductase.	5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH.	\N	\N	One carbon pool by folate	Metabolism of Cofactors and Vitamins	METABOLIC
1985188	1.5.1.3	Dihydrofolate reductase.	5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH.	\N	\N	Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
1985192	2.3.1.51	1-acylglycerol-3-phosphate O-acyltransferase.	Acyl-CoA + 1-acyl-sn-glycerol 3-phosphate = CoA + 1,2-diacyl-sn-glycerol 3-phosphate.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
1985197	1.1.3.20	Long-chain-alcohol oxidase.	2 long-chain alcohol + O(2) = 2 long-chain aldehyde + 2 H(2)O.	\N	\N	\N	\N	\N
1985202	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
1985202	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	Fatty acid metabolism	Lipid Metabolism	METABOLIC
1985202	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
1985206	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
1985210	2.7.1.24	Dephospho-CoA kinase.	ATP + dephospho-CoA = ADP + CoA.	\N	\N	Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
1985213	3.2.1.58	Glucan 1,3-beta-glucosidase.	Successive hydrolysis of beta-D-glucose units from the non-reducing ends of 1,3-beta-D-glucans, releasing alpha-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
1985219	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
1985225	6.1.1.1	Tyrosine--tRNA ligase.	ATP + L-tyrosine + tRNA(Tyr) = AMP + diphosphate + L-tyrosyl-tRNA(Tyr).	\N	\N	Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
1985225	6.1.1.1	Tyrosine--tRNA ligase.	ATP + L-tyrosine + tRNA(Tyr) = AMP + diphosphate + L-tyrosyl-tRNA(Tyr).	\N	\N	  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
1985227	3.1.26.5	Ribonuclease P.	Endonucleolytic cleavage of RNA, removing 5'-extra-nucleotide from tRNA precursor.	\N	\N	\N	\N	\N
1985233	3.1.6.6	Choline-sulfatase.	Choline sulfate + H(2)O = choline + sulfate.	\N	\N	\N	\N	\N
1985239	4.2.1.6	Galactonate dehydratase.	D-galactonate = 2-dehydro-3-deoxy-D-galactonate + H(2)O.	\N	\N	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
1985244	2.1.1.-	Methyltransferases.	\N	\N	\N	Androgen and estrogen metabolism	Lipid Metabolism	METABOLIC
1985244	2.1.1.-	Methyltransferases.	\N	\N	\N	Aminophosphonate metabolism	Metabolism of Other Amino Acids	METABOLIC
1985244	2.1.1.-	Methyltransferases.	\N	\N	\N	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
1985244	2.1.1.-	Methyltransferases.	\N	\N	\N	Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
1985244	2.1.1.-	Methyltransferases.	\N	\N	\N	Histidine metabolism	Amino Acid Metabolism	METABOLIC
1985244	2.1.1.-	Methyltransferases.	\N	\N	\N	Selenoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
1985244	2.1.1.-	Methyltransferases.	\N	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
1985244	2.1.1.-	Methyltransferases.	\N	\N	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
1985247	1.5.5.1	Electron-transferring-flavoprotein dehydrogenase.	Reduced ETF + ubiquinone = ETF + ubiquinol.	Iron-sulfur; FAD.	\N	\N	\N	\N
1985253	2.1.1.1	Nicotinamide N-methyltransferase.	S-adenosyl-L-methionine + nicotinamide = S-adenosyl-L-homocysteine + 1-methylnicotinamide.	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
1985255	3.6.1.3	Adenosinetriphosphatase.	ATP + H(2)O = ADP + phosphate.	\N	Hemolytic anemia due to deficiency of adenosine triphosphatase; MIM:102800.	Purine metabolism	Nucleotide Metabolism	METABOLIC
1985257	1.6.2.2	Cytochrome-b5 reductase.	NADH + 2 ferricytochrome b5 = NAD(+) + 2 ferrocytochrome b5.	FAD.	Methemoglobinemia enzymopathic forms I, II, III; MIM:250800.	\N	\N	\N
1985259	3.1.3.16	Serine/threonine specific protein phosphatase.	A phosphoprotein + H(2)O = a protein + phosphate.	\N	\N	\N	\N	\N
1985262	3.4.17.21	Glutamate carboxypeptidase II.	Release of an unsubstituted, C-terminal glutamyl residue, typically from Ac-Asp-Glu or folylpoly-gamma-glutamates.	Zinc.	\N	\N	\N	\N
1985267	4.1.2.13	Fructose-bisphosphate aldolase.	D-fructose 1,6-bisphosphate = glycerone phosphate + D-glyceraldehyde 3- phosphate.	\N	Aldolase A deficiency; MIM:103850. Hemolytic anemia due to aldolase A deficiency; MIM:103850. Fructose intolerance; MIM:229600.	Pentose phosphate pathway	Carbohydrate Metabolism	METABOLIC
1985267	4.1.2.13	Fructose-bisphosphate aldolase.	D-fructose 1,6-bisphosphate = glycerone phosphate + D-glyceraldehyde 3- phosphate.	\N	Aldolase A deficiency; MIM:103850. Hemolytic anemia due to aldolase A deficiency; MIM:103850. Fructose intolerance; MIM:229600.	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
1985267	4.1.2.13	Fructose-bisphosphate aldolase.	D-fructose 1,6-bisphosphate = glycerone phosphate + D-glyceraldehyde 3- phosphate.	\N	Aldolase A deficiency; MIM:103850. Hemolytic anemia due to aldolase A deficiency; MIM:103850. Fructose intolerance; MIM:229600.	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
1985267	4.1.2.13	Fructose-bisphosphate aldolase.	D-fructose 1,6-bisphosphate = glycerone phosphate + D-glyceraldehyde 3- phosphate.	\N	Aldolase A deficiency; MIM:103850. Hemolytic anemia due to aldolase A deficiency; MIM:103850. Fructose intolerance; MIM:229600.	Carbon fixation	Energy Metabolism	METABOLIC
1985270	3.5.2.9	5-oxoprolinase (ATP-hydrolysing).	ATP + 5-oxo-L-proline + 2 H(2)O = ADP + phosphate + L-glutamate.	\N	\N	Glutathione metabolism	Metabolism of Other Amino Acids	METABOLIC
1985285	3.1.4.11	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase.	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate + H(2)O = D-myo- inositol 1,4,5-trisphosphate + diacylglycerol.	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
1985289	1.1.3.37	D-arabinono-1,4-lactone oxidase.	D-arabinono-1,4-lactone + O(2) = D-erythro-ascorbate + H(2)O(2).	FAD.	\N	\N	\N	\N
1985290	3.1.1.5	Lysophospholipase.	2-lysophosphatidylcholine + H(2)O = glycerophosphocholine + a fatty acid anion.	\N	\N	Phospholipid degradation	Metabolism of Complex Lipids	METABOLIC
1985295	6.3.1.2	Glutamate--ammonia ligase.	ATP + L-glutamate + NH(3) = ADP + phosphate + L-glutamine.	\N	\N	Peptidoglycan biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
1985295	6.3.1.2	Glutamate--ammonia ligase.	ATP + L-glutamate + NH(3) = ADP + phosphate + L-glutamine.	\N	\N	Nitrogen metabolism	Energy Metabolism	METABOLIC
1985295	6.3.1.2	Glutamate--ammonia ligase.	ATP + L-glutamate + NH(3) = ADP + phosphate + L-glutamine.	\N	\N	Glutamate metabolism	Amino Acid Metabolism	METABOLIC
1985297	3.1.3.36	Phosphatidylinositol-bisphosphatase.	Phosphatidyl-myo-inositol 4,5-bisphosphate + H(2)O = phosphatidylinositol 4-phosphate + phosphate.	\N	\N	\N	\N	\N
1985302	6.2.1.12	4-coumarate--CoA ligase.	ATP + 4-coumarate + CoA = AMP + diphosphate + 4-coumaroyl-CoA.	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
1985306	3.4.21.48	Cerevisin.	Hydrolysis of proteins with broad specificity, and of BZ-Arg-OET > Ac-Tyr-OET. Does not hydrolyse peptide amides.	\N	\N	\N	\N	\N
1985307	1.5.1.10	Saccharopine dehydrogenase (NADP+, L-glutamate forming).	N6-(L-1,3-dicarboxypropyl)-L-lysine + NADP(+) + H(2)O = L-glutamate + 2-aminoadipate 6-semialdehyde + NADPH.	\N	\N	Lysine biosynthesis	Amino Acid Metabolism	METABOLIC
1985309	2.8.3.5	3-oxoacid CoA-transferase.	Succinyl-CoA + a 3-oxo acid = succinate + a 3-oxo-acyl-CoA.	\N	Infantile ketoacidosis; MIM:245050.	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC
1985309	2.8.3.5	3-oxoacid CoA-transferase.	Succinyl-CoA + a 3-oxo acid = succinate + a 3-oxo-acyl-CoA.	\N	Infantile ketoacidosis; MIM:245050.	Synthesis and degradation of ketone bodies	Lipid Metabolism	METABOLIC
1985309	2.8.3.5	3-oxoacid CoA-transferase.	Succinyl-CoA + a 3-oxo acid = succinate + a 3-oxo-acyl-CoA.	\N	Infantile ketoacidosis; MIM:245050.	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
1985315	3.6.1.17	Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical).	P(1),P(4)-bis(5'-guanosyl)tetraphosphate + H(2)O = GTP + GMP.	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
1985315	3.6.1.17	Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical).	P(1),P(4)-bis(5'-guanosyl)tetraphosphate + H(2)O = GTP + GMP.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
1985318	2.4.1.34	1,3-beta-glucan synthase.	UDP-glucose + {(1,3)-beta-D-glucosyl}(N) = UDP + {(1,3)-beta-D- glucosyl}(N+1).	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
1985319	2.3.1.50	Serine C-palmitoyltransferase.	Palmitoyl-CoA + L-serine = CoA + 3-dehydro-D-sphinganine + CO(2).	Pyridoxal-phosphate.	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
1985326	2.7.1.30	Glycerol kinase.	ATP + glycerol = ADP + glycerol 3-phosphate.	\N	Hyperglycerolemia; MIM:307030.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
1985329	3.2.1.14	Chitinase.	Hydrolysis of the 1,4-beta-linkages of N-acetyl-D-glucosamine polymers of chitin.	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
1985331	1.1.1.21	Aldehyde reductase.	Alditol + NAD(P)(+) = aldose + NAD(P)H.	\N	\N	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
1985331	1.1.1.21	Aldehyde reductase.	Alditol + NAD(P)(+) = aldose + NAD(P)H.	\N	\N	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
1985331	1.1.1.21	Aldehyde reductase.	Alditol + NAD(P)(+) = aldose + NAD(P)H.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
1985331	1.1.1.21	Aldehyde reductase.	Alditol + NAD(P)(+) = aldose + NAD(P)H.	\N	\N	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
1985331	1.1.1.21	Aldehyde reductase.	Alditol + NAD(P)(+) = aldose + NAD(P)H.	\N	\N	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
1985332	3.6.1.29	Bis(5'-adenosyl)-triphosphatase.	P(1),P(3)-bis(5'-adenosyl)triphosphate + H(2)O = ADP + AMP.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
1985339	2.3.1.57	Diamine N-acetyltransferase.	Acetyl-CoA + an alkane-alpha,omega-diamine = CoA + an N-acetyldiamine.	\N	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
1985340	3.1.3.5	5'-nucleotidase.	A 5'-ribonucleotide + H(2)O = a ribonucleoside + phosphate.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
1985340	3.1.3.5	5'-nucleotidase.	A 5'-ribonucleotide + H(2)O = a ribonucleoside + phosphate.	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
1985340	3.1.3.5	5'-nucleotidase.	A 5'-ribonucleotide + H(2)O = a ribonucleoside + phosphate.	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
1985350	2.3.1.16	Acetyl-CoA C-acyltransferase.	Acyl-CoA + acetyl-CoA = CoA + 3-oxoacyl-CoA.	\N	Pseudo-Zellweger syndrome; MIM:261510.	Benzoate degradation via hydroxylation	Biodegradation of Xenobiotics	METABOLIC
1985350	2.3.1.16	Acetyl-CoA C-acyltransferase.	Acyl-CoA + acetyl-CoA = CoA + 3-oxoacyl-CoA.	\N	Pseudo-Zellweger syndrome; MIM:261510.	Fatty acid biosynthesis (path 2)	Lipid Metabolism	METABOLIC
1985350	2.3.1.16	Acetyl-CoA C-acyltransferase.	Acyl-CoA + acetyl-CoA = CoA + 3-oxoacyl-CoA.	\N	Pseudo-Zellweger syndrome; MIM:261510.	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC
1985350	2.3.1.16	Acetyl-CoA C-acyltransferase.	Acyl-CoA + acetyl-CoA = CoA + 3-oxoacyl-CoA.	\N	Pseudo-Zellweger syndrome; MIM:261510.	Fatty acid metabolism	Lipid Metabolism	METABOLIC
1985350	2.3.1.16	Acetyl-CoA C-acyltransferase.	Acyl-CoA + acetyl-CoA = CoA + 3-oxoacyl-CoA.	\N	Pseudo-Zellweger syndrome; MIM:261510.	Bile acid biosynthesis	Lipid Metabolism	METABOLIC
1985353	2.7.7.41	Phosphatidate cytidylyltransferase.	CTP + phosphatidate = diphosphate + CDP-diacylglycerol.	\N	\N	\N	\N	\N
1985353	2.7.7.41	Phosphatidate cytidylyltransferase.	CTP + phosphatidate = diphosphate + CDP-diacylglycerol.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
1985355	3.1.1.-	Carboxylic ester hydrolases.	\N	\N	\N	2,4-Dichlorobenzoate degradation	Biodegradation of Xenobiotics	METABOLIC
1985355	3.1.1.-	Carboxylic ester hydrolases.	\N	\N	\N	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
1985355	3.1.1.-	Carboxylic ester hydrolases.	\N	\N	\N	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
1985356	1.14.11.13	Gibberellin 2-beta-dioxygenase.	Gibberellin 1 + 2-oxoglutarate + O(2) = 2-beta-hydroxygibberellin 1 + succinate + CO(2).	\N	\N	\N	\N	\N
1985357	3.2.1.14	Chitinase.	Hydrolysis of the 1,4-beta-linkages of N-acetyl-D-glucosamine polymers of chitin.	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
1985366	2.3.1.85	Fatty-acid synthase.	Acetyl-CoA + N malonyl-CoA + 2N NADPH = a long-chain fatty acid + (N+1) CoA + N CO(2) + 2N NADP(+).	\N	\N	Fatty acid biosynthesis (path 1)	Lipid Metabolism	METABOLIC
1985368	6.3.2.6	Phosphoribosylaminoimidazole-succinocarboxamide synthase.	ATP + 1-(5-phosphoribosyl)-4-carboxy-5-aminoimidazole + L-aspartate = ADP + phosphate + 1-(5-phosphoribosyl)-4-(N-succino-carboxamide)- 5-aminoimidazole.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
1985369	3.4.23.24	Candidapepsin.	Preferential cleavage at the carboxyl of hydrophobic amino acids, but fails to cleave 15-Leu-|-Tyr-16, 16-Tyr-|-Leu-17 and 24-Phe-|-Phe-25 of insulin B chain. Activates trypsinogen, and degrades keratin.	\N	\N	\N	\N	\N
1985376	2.7.1.32	Choline kinase.	ATP + choline = ADP + O-phosphocholine.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
1985398	1.1.1.205	IMP dehydrogenase.	Inosine 5'-phosphate + NAD(+) + H(2)O = xanthosine 5'-phosphate + NADH.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
1985400	4.1.1.65	Phosphatidylserine decarboxylase.	Phosphatidyl-L-serine = phosphatidylethanolamine + CO(2).	Pyridoxal-phosphate or Pyruvate.	\N	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
1985400	4.1.1.65	Phosphatidylserine decarboxylase.	Phosphatidyl-L-serine = phosphatidylethanolamine + CO(2).	Pyridoxal-phosphate or Pyruvate.	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
1985405	3.5.2.5	Allantoinase.	Allantoin + H(2)O = allantoate.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
1985417	1.14.13.7	Phenol 2-monooxygenase.	Phenol + NADPH + O(2) = catechol + NADP(+) + H(2)O.	FAD.	\N	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
1985417	1.14.13.7	Phenol 2-monooxygenase.	Phenol + NADPH + O(2) = catechol + NADP(+) + H(2)O.	FAD.	\N	Toluene and xylene degradation	Biodegradation of Xenobiotics	METABOLIC
1985417	1.14.13.7	Phenol 2-monooxygenase.	Phenol + NADPH + O(2) = catechol + NADP(+) + H(2)O.	FAD.	\N	Nitorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC
1985418	1.13.11.1	Catechol 1,2-dioxygenase.	Catechol + O(2) = cis,cis-muconate.	Iron.	\N	1,4-Dichlorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC
1985418	1.13.11.1	Catechol 1,2-dioxygenase.	Catechol + O(2) = cis,cis-muconate.	Iron.	\N	Benzoate degradation via hydroxylation	Biodegradation of Xenobiotics	METABOLIC
1985418	1.13.11.1	Catechol 1,2-dioxygenase.	Catechol + O(2) = cis,cis-muconate.	Iron.	\N	Carbazole degradation	Biodegradation of Xenobiotics	METABOLIC
1985418	1.13.11.1	Catechol 1,2-dioxygenase.	Catechol + O(2) = cis,cis-muconate.	Iron.	\N	Toluene and xylene degradation	Biodegradation of Xenobiotics	METABOLIC
1985422	1.14.13.7	Phenol 2-monooxygenase.	Phenol + NADPH + O(2) = catechol + NADP(+) + H(2)O.	FAD.	\N	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
1985422	1.14.13.7	Phenol 2-monooxygenase.	Phenol + NADPH + O(2) = catechol + NADP(+) + H(2)O.	FAD.	\N	Toluene and xylene degradation	Biodegradation of Xenobiotics	METABOLIC
1985422	1.14.13.7	Phenol 2-monooxygenase.	Phenol + NADPH + O(2) = catechol + NADP(+) + H(2)O.	FAD.	\N	Nitorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC
1985424	2.1.1.63	Methylated-DNA--[protein]-cysteine S-methyltransferase.	DNA (containing 6-O-methylguanine) + [protein]-L-cysteine = DNA (without 6-O-methylguanine) + protein S-methyl-L-cysteine.	\N	\N	\N	\N	\N
1985431	2.7.7.48	RNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
1985437	3.6.3.44	Xenobiotic-transporting ATPase.	ATP + H(2)O + xenobiotic(In) = ADP + phosphate + xenobiotic(Out).	\N	\N	\N	\N	\N
1985440	3.1.4.46	Glycerophosphodiester phosphodiesterase.	A glycerophosphodiester + H(2)O = an alcohol + sn-glycerol 3-phosphate.	\N	\N	Phospholipid degradation	Metabolism of Complex Lipids	METABOLIC
1985440	3.1.4.46	Glycerophosphodiester phosphodiesterase.	A glycerophosphodiester + H(2)O = an alcohol + sn-glycerol 3-phosphate.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
1985444	2.1.1.14	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase.	5-methyltetrahydropteroyltri-L-glutamate + L-homocysteine = tetrahydropteroyltri-L-glutamate + L-methionine.	\N	\N	Methionine metabolism	Amino Acid Metabolism	METABOLIC
1985460	2.1.1.77	Protein-L-isoaspartate(D-aspartate) O-methyltransferase.	S-adenosyl-L-methionine + protein L-beta-aspartate = S-adenosyl-L- homocysteine + protein L-beta-aspartate methyl ester.	\N	\N	\N	\N	\N
1985462	3.1.21.-	Endodeoxyribonucleases producing 5'-phosphomonoesters.	\N	\N	\N	\N	\N	\N
